api_hnd,module_api_name,argument_no,argument_name,argument_datatype,argument_type,behavior_basic_flag,behavior_complete_flag
69,wininet_InternetReadFile,1,lpBuffer,LPVOID,OUT,1,1
69,wininet_InternetReadFile,2,dwNumberOfBytesToRead,DWORD,IN,0,1
69,wininet_InternetReadFile,3,lpdwNumberOfBytesRead,LPDWORD,OUT,1,1
70,wininet_InternetReadFileExA,0,hFile,HINTERNET,IN,1,1
70,wininet_InternetReadFileExA,1,lpBuffersOut,LPINTERNET_BUFFERSA,OUT,1,1
70,wininet_InternetReadFileExA,2,dwFlags,DWORD,IN,0,1
70,wininet_InternetReadFileExA,3,dwContext,DWORD_PTR,IN,0,1
71,wininet_InternetReadFileExW,0,hFile,HINTERNET,IN,1,1
71,wininet_InternetReadFileExW,1,lpBuffersOut,LPINTERNET_BUFFERSW,OUT,1,1
71,wininet_InternetReadFileExW,2,dwFlags,DWORD,IN,0,1
71,wininet_InternetReadFileExW,3,dwContext,DWORD_PTR,IN,0,1
72,wininet_InternetWriteFile,0,hFile,HINTERNET,IN,1,1
72,wininet_InternetWriteFile,1,lpBuffer,LPCVOID,IN,1,1
72,wininet_InternetWriteFile,2,dwNumberOfBytesToWrite,DWORD,IN,0,1
72,wininet_InternetWriteFile,3,lpdwNumberOfBytesWritten,LPDWORD,OUT,1,1
73,wininet_HttpOpenRequestA,0,hConnect,HINTERNET,IN,1,1
73,wininet_HttpOpenRequestA,1,lpszVerb,LPCSTR,IN,1,1
73,wininet_HttpOpenRequestA,2,lpszObjectName,LPCSTR,IN,1,1
73,wininet_HttpOpenRequestA,3,lpszVersion,LPCSTR,IN,0,1
73,wininet_HttpOpenRequestA,4,lpszReferrer,LPCSTR,IN,0,1
73,wininet_HttpOpenRequestA,5,lplpszAcceptTypes,LPCSTR,IN,0,1
73,wininet_HttpOpenRequestA,6,dwFlags,DWORD,IN,0,1
73,wininet_HttpOpenRequestA,7,dwContext,DWORD_PTR,IN,0,1
74,wininet_HttpOpenRequestW,0,hConnect,HINTERNET,IN,1,1
74,wininet_HttpOpenRequestW,1,lpszVerb,LPCWSTR,IN,1,1
74,wininet_HttpOpenRequestW,2,lpszObjectName,LPCWSTR,IN,1,1
74,wininet_HttpOpenRequestW,3,lpszVersion,LPCWSTR,IN,0,1
74,wininet_HttpOpenRequestW,4,lpszReferrer,LPCWSTR,IN,0,1
74,wininet_HttpOpenRequestW,5,lplpszAcceptTypes,LPCWSTR,IN,0,1
74,wininet_HttpOpenRequestW,6,dwFlags,DWORD,IN,0,1
74,wininet_HttpOpenRequestW,7,dwContext,DWORD_PTR,IN,0,1
75,wininet_InternetConnectW,0,hInternet,HINTERNET,IN,1,1
75,wininet_InternetConnectW,1,lpszServerName,LPCWSTR,IN,1,1
75,wininet_InternetConnectW,2,nServerPort,INTERNET_PORT,IN,1,1
75,wininet_InternetConnectW,3,lpszUserName,LPCWSTR,IN,0,1
75,wininet_InternetConnectW,4,lpszPassword,LPCWSTR,IN,0,1
75,wininet_InternetConnectW,5,dwService,DWORD,IN,0,1
75,wininet_InternetConnectW,6,dwFlags,DWORD,IN,0,1
75,wininet_InternetConnectW,7,dwContext,DWORD_PTR,IN,0,1
76,wininet_InternetOpenA,0,lpszAgent,LPCSTR,IN,1,1
76,wininet_InternetOpenA,1,dwAccessType,DWORD,IN,1,1
76,wininet_InternetOpenA,2,lpszProxy,LPCSTR,IN,1,1
76,wininet_InternetOpenA,3,lpszProxyBypass,LPCSTR,IN,0,1
76,wininet_InternetOpenA,4,dwFlags,DWORD,IN,0,1
77,wininet_InternetOpenW,0,lpszAgent,LPCWSTR,IN,1,1
77,wininet_InternetOpenW,1,dwAccessType,DWORD,IN,1,1
77,wininet_InternetOpenW,2,lpszProxy,LPCWSTR,IN,1,1
77,wininet_InternetOpenW,3,lpszProxyBypass,LPCWSTR,IN,0,1
77,wininet_InternetOpenW,4,dwFlags,DWORD,IN,0,1
78,wininet_InternetOpenUrlA,0,hInternet,HINTERNET,IN,1,1
78,wininet_InternetOpenUrlA,1,lpszUrl,LPCSTR,IN,1,1
78,wininet_InternetOpenUrlA,2,lpszHeaders,LPCSTR,IN,1,1
78,wininet_InternetOpenUrlA,3,dwHeadersLength,DWORD,IN,0,1
78,wininet_InternetOpenUrlA,4,dwFlags,DWORD,IN,0,1
78,wininet_InternetOpenUrlA,5,dwContext,DWORD_PTR,IN,0,1
79,wininet_InternetOpenUrlW,0,hInternet,HINTERNET,IN,1,1
79,wininet_InternetOpenUrlW,1,lpszUrl,LPCWSTR,IN,1,1
79,wininet_InternetOpenUrlW,2,lpszHeaders,LPCWSTR,IN,1,1
79,wininet_InternetOpenUrlW,3,dwHeadersLength,DWORD,IN,0,1
79,wininet_InternetOpenUrlW,4,dwFlags,DWORD,IN,0,1
79,wininet_InternetOpenUrlW,5,dwContext,DWORD_PTR,IN,0,1
80,wininet_InternetCloseHandle,0,hInternet,HINTERNET,IN,1,1
81,advapi32_CryptAcquireContextA,0,phProv,HCRYPTPROV,OUT, 1,1
81,advapi32_CryptAcquireContextA,1,szContainer,LPCSTR,IN,1,1
81,advapi32_CryptAcquireContextA,2,szProvider,LPCSTR,IN,1,1
81,advapi32_CryptAcquireContextA,3,dwProvType,DWORD,IN,1,1
81,advapi32_CryptAcquireContextA,4,dwFlags,DWORD,IN,1,1
82,advapi32_CryptAcquireContextW,0,phProv,HCRYPTPROV,OUT,1,1
82,advapi32_CryptAcquireContextW,1,szContainer,LPCWSTR,IN,1,1
82,advapi32_CryptAcquireContextW,2,szProvider,LPCWSTR,IN,1,1
82,advapi32_CryptAcquireContextW,3,dwProvType,DWORD,IN,1,1
82,advapi32_CryptAcquireContextW,4,dwFlags,DWORD,IN,1,1
83,advapi32_CryptCreateHash,0,hProv,HCRYPTPROV,IN,1,1
83,advapi32_CryptCreateHash,1,Algid,ALG_ID,IN,1,1
83,advapi32_CryptCreateHash,2,hKey,HCRYPTKEY,IN,1,1
83,advapi32_CryptCreateHash,3,dwFlags,DWORD,IN,1,1
83,advapi32_CryptCreateHash,4,phHash,HCRYPTHASH,OUT,1,1
84,advapi32_CryptDecrypt,0,hKey,HCRYPTKEY,IN,1,1
84,advapi32_CryptDecrypt,1,hHash,HCRYPTHASH,IN,1,1
84,advapi32_CryptDecrypt,2,Final,BOOL,IN,1,1
84,advapi32_CryptDecrypt,3,dwFlags,DWORD,IN,1,1
84,advapi32_CryptDecrypt,4,pbData,BYTE,OUT,1,1
84,advapi32_CryptDecrypt,5,pdwDataLen,DWORD,OUT,1,1
85,advapi32_CryptDeriveKey,0,hProv,HCRYPTPROV,IN,1,1
85,advapi32_CryptDeriveKey,1,Algid,ALG_ID,IN,1,1
85,advapi32_CryptDeriveKey,2,hBaseData,HCRYPTHASH,IN,1,1
85,advapi32_CryptDeriveKey,3,dwFlags,DWORD,IN,1,1
85,advapi32_CryptDeriveKey,4,phKey,HCRYPTKEY,OUT,1,1
86,advapi32_CryptDestroyHash,0,hHash,HCRYPTHASH,IN,1,1
87,advapi32_CryptDestroyKey,0,hKey,HCRYPTKEY,IN,1,1
88,advapi32_CryptEncrypt,0,hKey,HCRYPTKEY,IN,1,1
88,advapi32_CryptEncrypt,1,hHash,HCRYPTHASH,IN,1,1
88,advapi32_CryptEncrypt,2,Final,BOOL,IN,1,1
88,advapi32_CryptEncrypt,3,dwFlags,DWORD,IN,1,1
88,advapi32_CryptEncrypt,4,pbData,BYTE,OUT,1,1
88,advapi32_CryptEncrypt,5,pdwDataLen,DWORD,OUT,1,1
88,advapi32_CryptEncrypt,6,dwBufLen,DWORD,IN,1,1
89,advapi32_CryptExportKey,0,hKey,HCRYPTKEY,IN,1,1
89,advapi32_CryptExportKey,1,hExpKey,HCRYPTKEY,IN,1,1
89,advapi32_CryptExportKey,2,dwBlobType,DWORD,IN,1,1
89,advapi32_CryptExportKey,3,dwFlags,DWORD,IN,1,1
89,advapi32_CryptExportKey,4,pbData,BYTE,OUT,1,1
89,advapi32_CryptExportKey,5,pdwDataLen,DWORD,OUT,1,1
90,advapi32_CryptGenKey,0,hProv,HCRYPTPROV,IN,1,1
90,advapi32_CryptGenKey,1,Algid,ALG_ID,IN,1,1
90,advapi32_CryptGenKey,2,dwFlags,DWORD,IN,1,1
90,advapi32_CryptGenKey,3,phKey,HCRYPTKEY,OUT,1,1
91,advapi32_CryptGenRandom,0,hProv,HCRYPTPROV,IN,1,1
91,advapi32_CryptGenRandom,1,dwLen,DWORD,IN,1,1
91,advapi32_CryptGenRandom,2,pbBuffer,BYTE,OUT,1,1
92,advapi32_CryptGetHashParam,0,hHash,HCRYPTHASH,IN,0,1
92,advapi32_CryptGetHashParam,1,dwParam,DWORD,IN,0,1
92,advapi32_CryptGetHashParam,2,pbData,BYTE,OUT,0,1
92,advapi32_CryptGetHashParam,3,pdwDataLen,DWORD,OUT,0,1
92,advapi32_CryptGetHashParam,4,dwFlags,DWORD,IN,0,1
93,advapi32_CryptGetKeyParam,0,hKey,HCRYPTKEY,IN,0,1
93,advapi32_CryptGetKeyParam,1,dwParam,DWORD,IN,0,1
93,advapi32_CryptGetKeyParam,2,pbData,BYTE,OUT,0,1
93,advapi32_CryptGetKeyParam,3,pdwDataLen,DWORD,OUT,0,1
93,advapi32_CryptGetKeyParam,4,dwFlags,DWORD,IN,0,1
94,advapi32_CryptGetUserKey,0,hProv,HCRYPTPROV,IN,1,1
94,advapi32_CryptGetUserKey,1,dwKeySpec,DWORD,IN,0,1
94,advapi32_CryptGetUserKey,2,phUserKey,HCRYPTKEY,OUT,1,1
95,advapi32_CryptHashData,0,hHash,HCRYPTHASH,IN,1,1
95,advapi32_CryptHashData,1,pbData,BYTE,IN,1,1
95,advapi32_CryptHashData,2,dwDataLen,DWORD,IN,0,1
95,advapi32_CryptHashData,3,dwFlags,DWORD,IN,0,1
96,advapi32_CryptHashSessionKey,0,hHash,HCRYPTHASH,IN,0,1
96,advapi32_CryptHashSessionKey,1,hKey,HCRYPTKEY,IN,0,1
96,advapi32_CryptHashSessionKey,2,dwFlags,DWORD,IN,0,1
97,advapi32_CryptImportKey,0,hProv,HCRYPTPROV,IN,1,1
97,advapi32_CryptImportKey,1,pbData,BYTE,IN,1,1
97,advapi32_CryptImportKey,2,dwDataLen,DWORD,IN,1,1
97,advapi32_CryptImportKey,3,hPubKey,HCRYPTKEY,IN,1,1
97,advapi32_CryptImportKey,4,dwFlags,DWORD,IN,0,1
97,advapi32_CryptImportKey,5,phKey,HCRYPTKEY,OUT,1,1
98,advapi32_CryptReleaseContext,0,hProv,HCRYPTPROV,IN,1,1
98,advapi32_CryptReleaseContext,1,dwFlags,DWORD,IN,1,1
99,advapi32_CryptSetHashParam,0,hHash,HCRYPTHASH,IN,0,1
99,advapi32_CryptSetHashParam,1,dwParam,DWORD,IN,0,1
99,advapi32_CryptSetHashParam,2,pbData,BYTE,IN,0,1
99,advapi32_CryptSetHashParam,3,dwFlags,DWORD,IN,0,1
100,advapi32_CryptSetKeyParam,0,hKey,HCRYPTKEY,IN,0,1
100,advapi32_CryptSetKeyParam,1,dwParam,DWORD,IN,0,1
100,advapi32_CryptSetKeyParam,2,pbData,BYTE,IN,0,1
100,advapi32_CryptSetKeyParam,3,dwFlags,DWORD,IN,0,1
101,kernel32_ReadProcessMemory,0,hProcess,HANDLE,IN,1,1
101,kernel32_ReadProcessMemory,1,lpBaseAddress,LPCVOID,IN,1,1
101,kernel32_ReadProcessMemory,2,lpBuffer,LPVOID,OUT,1,1
101,kernel32_ReadProcessMemory,3,nSize,SIZE_T,IN,0,1
101,kernel32_ReadProcessMemory,4,lpNumberOfBytesRead,SIZE_T,OUT,0,1
102,kernel32_WriteProcessMemory,0,hProcess,HANDLE,IN,1,1
102,kernel32_WriteProcessMemory,1,lpBaseAddress,LPVOID,IN,1,1
102,kernel32_WriteProcessMemory,2,lpBuffer,LPCVOID,OUT,1,1
102,kernel32_WriteProcessMemory,3,nSize,SIZE_T,IN,0,1
102,kernel32_WriteProcessMemory,4,lpNumberOfBytesWritten,SIZE_T,OUT,1,1
103,kernel32_GetThreadContext,0,hThread,HANDLE,IN,1,1
103,kernel32_GetThreadContext,1,lpContext,LPCONTEXT,OUT,1,1
104,kernel32_SetThreadContext,0,hThread,HANDLE,IN,1,1
104,kernel32_SetThreadContext,1,lpContext,CONTEXT,IN,1,1
105,kernel32_VirtualAllocEx,0,hProcess,HANDLE,IN,1,1
105,kernel32_VirtualAllocEx,1,lpAddress,LPVOID,IN,1,1
105,kernel32_VirtualAllocEx,2,dwSize,SIZE_T,IN,1,1
105,kernel32_VirtualAllocEx,3,flAllocationType,DWORD,IN,1,1
105,kernel32_VirtualAllocEx,4,flProtect,DWORD,IN,1,1
106,kernel32_ResumeThread,0,hThread,HANDLE,IN,1,1
107,kernel32_OpenProcessToken,0,ProcessHandle,HANDLE,IN,1,1
107,kernel32_OpenProcessToken,1,DesiredAccess,DWORD,IN,0,1
107,kernel32_OpenProcessToken,2,TokenHandle,PHANDLE,OUT,1,1
108,kernel32_OpenProcess,0,dwDesiredAccess,DWORD,IN,1,1
108,kernel32_OpenProcess,1,bInheritHandle,BOOL,IN,0,1
108,kernel32_OpenProcess,2,dwProcessId,DWORD,IN,1,1
